tweet,class
every time I ask for something the waitress touches my knee till I'm done asking. That mean she tryna give a nigga some pussy don't it.,1
Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.,1
"New strategy to get bitches:

Be Bruno Mars",1
RT @RichgurlTira: These hoes will fake like they really f*ck with you but be hating on you lowkey,1
Nigga gotta find them hoes quick,1
@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,0
"All trash RT @nicekicks: Now that's a lot of stolen shoes...

https://t.co/q0wswXE7Fw",2
RT @WorldStarFunny: I don't have an iPhone so I have to manually ignore these hoes http://t.co/LYZs1PU25I,1
@THEHermanCain @redskins I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,2
@Meeeesh1395 damn makin bitches jealous in reality &amp; Twitter/facebook. Prolly mad bc if her pic was posted it wouldnt be taken as a joke! &#128514;,1
RT @LadyMercia: Mother of Manchester 'terror twins' who went to Syria to become Jihadi brides snatched by ISIS ... http://t.co/trhNMdVnCM v&#8230;,2
@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo,2
"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.",2
"RT @TyWahlbrink: @victoriakuhlman One day more until turkey, it will nip me in the belly, we'll be ready for the stuffing, we will wet ours&#8230;",2
@REAL_Kaysavage that bitch was going or nawl,1
@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh,1
&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,1
"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy",2
I'm Tryna turn M's to B's in this bitch!,1
@Travis_bechtel bitches ain't shit but hoes and tricks #thuglife,1
RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,2
RT @CappDaPrez: Bust dat pussy wide OPEN,1
RT @Erudite1914: I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.,1
Fuck a opp thot we'll shoot a bitch,1
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1
Starks being a faggot,1
RT @VinLaden2_: Niggas get married and start dissin single bitches smh RT @A2daO: You bitches want allowance and $200 dates and still singl&#8230;,1
"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",2
"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?""",2
RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!,1
The nerve of this nicca .. Step on my crispy ass shoes wit them dusty ass timbs!,1
RT @domhowx: You know you're ugly when an ape was chosen as a man crush and you've never been http://t.co/DWPs7b4xJU,2
@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police,0
RT @KiariTheStone: Niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,1
@politicsofamy puss or pussy?,1
Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http://t.co/Usz8gJnZl0,2
"Amennn!!!!! ""@WomenLoveBrickz: If your girlfriend doesn't like that bitch, you don't talk to that bitch""",1
Sitting up here next to the neighborhood crazy bitch &amp; she keeps randomly busting out laughing.,1
There's apparently a wee cunt who's a year younger than me called Sean brown being cheeky about me lol,1
"@LILNTHEBASEDGOD her face ugly to me, &amp; her nudes were trash.",2
@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these bitches!!!,1
This kid @bobbyhorai straight watched a bitch eat her own bloody tampon #fucksamattawithyou,1
"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies http://artistdata.com/a/2oy4",2
RT @PRAYINGFORHEAD: pussy boy don't want war,1
RT @GorgeousCamry_: &#128514;&#128514; hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !,1
"@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then",1
RT @WOWFoodPics: Oreo Shake http://t.co/YE22nl8bsE,2
all I eva wanted was some muh fuckin guala,1
"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;",1
RT @justjor_: 0 energy for these hoes,1
Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE,2
Bitch shutcho got damn mouf hoe RT @HURRICANESENSEI: Mallett ain't gon help yo funky ass texans,1
&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag,1
"I got no pic up lines I stay on my grind I tell a bitch all the time ""bitch get in my car "" I got my 64 Ridin on Dayton spokes !",1
"There are girls. There are women. There are ladies. And there are bitches. You ma'am, is a beeeitch. A dumb ass bitch hahaha.",1
@goldnsilvercoin @TheOregonianBoo @RepBonamici God forbid! She actually voted to give people affordable insurance rates. That bitch #teabag,1
"RT @OhLeyo_: @vin_chenzo1 I'm a joke having hoes ain't shit, I'm just looking for the first girl I loved when I'm in these bitches. That's &#8230;",1
"Mother asked what I wanted for Christmas this year. Replied with for her to not go crazy, and my sister to not be a bitch.",1
"@TheREALJB1RD @winchstrracin @wyatt11w Maybe he can call Hootie back up, he don't answer me anymore but still have crows.",2
RT @oddfuckingtaco: https://t.co/nkCXCZwrXa my nigga really tried to save his bitch lol,1
"These bitches both average. Lmao @ ""baddie"" &#8220;@VineForTheByrd: Pretty girls be like &#128129;https://t.co/nVuHkNAN5m&#8221;",1
Im about to fuck taylors bitch ass up,1
"@Kenny__Wright @yoPapi_chulo @Kush_Boy420 ""the stupidest bitch"" brb crying he called me stupid",1
Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.,2
@_spenceyy @5SOS not scanger,2
these bitches singing this song tho -_-,1
"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.",2
I don't know what you been told but I love them project hoes,2
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",1
Ive got the best friends a functioning retard could have.,1
Yo bitch LOOKIN like she wana fuck summn,1
&#8220;@kincade00: Rico full of shyt&#8221;full of money hoe,1
"Yes suhh &#8220;@Swishas_Erbs: &#8220;@Vonteeeeee: Fuck you bitch, I'm CHILLIN&#8221; You Gettin Live Tomorrow ?&#8221;",1
Modern day singers talk about the same shit rappers talk about lol....hoes,1
"Why bitches quick to have a nigga baby, then be suprised when she taking care of it by herself?",1
"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",1
99 problems but a bitch ain't one,1
"@RileyCooper_14 so your a ""nigger"" fighter huh",0
"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;",1
@TonySinchak pussy pussy pussy marijauna wannnnaaa,1
&#8220;@snoleezey801: @uce_INA we single cuz only hoes are left.. All the good ones taken lmao&#8221;&lt;-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop&#128514;,1
yall crazy hoes need jesus lol,1
@bossliyah_ DM me your number hoe,1
RT @_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard,1
RT @Trackstar275: With your bitch ass...,1
@Ehh_DontTouchMe @kourtj3000 @bria_leeandrea thats ghetto..,2
I'm the pull bitch,1
Dat bitch a Thot,1
@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*,2
&#128175; RT @DammitHamm_: Loyal pussy .,1
RT @JustLeShay: &#8220;@TheKaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me,1
@TB12FAN that's what I thought pussy,1
Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;,1
The birds and the bees &#128038;&#128029;,2
@BengyBenFrank niggah follow me back &#128529;,1
RT @FoolishSmoker: The nerve of these bitches in Champaign,1
RT @TerryisBetter: if I fav your pic that means Dm me hoe,1
RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,0
RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,2
Give that hoe an Oscar she stay acting crazyy!!,1
"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it...",1
RT @_SadisticBitch: I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking&#8230;,1
Don't fucc wit Coward cuz he a bitch n left LA,1
"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",2
RT @DoseofOc: @Dirrttyydan Fasho you've been officially hired as my bitch,1
"RT @iadorewomen_: ALL Relationships come w/ hatin ass hoes&#128589;, drama&#128074;, jealousy&#128530;, arguments&#128545;.. ALL THAT. Only REAL couples laugh at the shit &#8230;",1
&#8220;@_DMiLL_: &#8220;@1BlackMigo: Kyrie fast than a bitch with the ball&#8221; look like you out there lol&#8221;lol I wish,1
You're just trash like sorry,2
"RT @kvi2xs: &#128514;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#8220;@ImNeverChillin: BITCH FOR WHO, GAP? RT ""@porkhub: I'm a model Yall bitches can't tell me nothin"" http://t.co/yuoMXTdHt&#8230;",1
@BrendaGisselCA that you got hoes damn,1
"Me: downloads flappy bird*
Sierra: ""welp there goes school""",2
@hannah_clare12 I'm on my way to the gym already but thx bitch,1
"@jakeysinclair @KamenMyPants it's that puff pass it porn up on the tablet, run up to bitch with assless chaps swearing that I'm catholic",1
"""Is that an albino Mexican?""
""No dad, he's Asian.""",2
"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",1
Fuck bitches get money,1
RT @CrownHer: Takes a ho bath RT @1stZodiacSign: He's terrified of water. How TF does he wash himself everyday? lol.,1
Rule number one never pursue a bitch from da ova side,1
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",1
@jacobkesler @ki_kibaby @__adamdavis or if we pick you up in SC and take you with us nip to CR.,2
Comcast stop being twat and actually work thanks,1
This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,2
"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;",2
"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler""",0
so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit,1
@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.,1
TV makes these hoes seem more attractive. *yawns*,1
@_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,2
#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,1
"#NP ""Centuries"" ~FOB",2
@Sammytbh you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...,1
My bitch ass like an allergic reaction she service my faction,1
Claim to be a boss but you a lil broke bitch &#128514;,1
"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat",1
@John_Mayer_69 @Biggg_Mackkk dont talk to your hoe that way,1
#BlessJesus The #Crown of HIS head to the sole of HIS feet,2
RT @cloudydino: Fuck with us and then we tweaking hoe,1
"Know why birds don't wear pants?
Cause their pecker's in the way",1
"RT @britnigiles_: don't mention a bitch from your past to me. first of all, i don't give a fuck. second of all, i don't care. and third, i &#8230;",1
"RT @StealUrGirlBush: Like honestly if you are embarrassed to be around someone because of how they look, you're trash",1
@Cesar_K_Garcia text me niggah!,1
Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs,1
My two main wiggas and I @chloetarantino http://t.co/oAyBFEJh54,1
"@Jazwau &#128528; who did you rob, them hoes like 4 online",1
Don't be a broke hoe hating on a paid hoe!-#PimpChampaign,1
Whops @_JAMAICAJONES yardie. Go smoke a blunt and tell a nigga to come through. You are stressed,1
Lmfao niggas was going ham on the trash can in class.,1
I'm tired of bitches thinking they cool when they ugly. If you're ugly bitch that's all you are is ugly,1
@Torn_Rose republican teabaggers should be jailed for treason.....,2
"RT @itsSamCollins: I hate seeing people with money spend it on stupid shit, you don't need 11 TVs &amp; a shark tank you twat",1
"Cuh, this is our SCRUM&#9994; #FallSevens #DisTONGA #NiniWubbsMe We're finna smash some bitches&#128170;&#128079; #Rugby http://t.co/6VufVaO2ek",1
@GregyBalls Asian pussy?,1
"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",2
This man Wimp gotta be drunk he know damn well he dont fw no hoes!! &#128514;&#128557;,1
Mommy said no pussy cats inside my dawgs house,2
&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,2
RT @NinoDaPlug: @lil_aerii What's good bitch (:,1
Kanye west is a faggot,0
Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978,1
Shut up bitch swallow,1
"RT @Yankees: Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his @MLB career!",2
RT @ChiChi_knows: Chris brown a bitch because everyone talks about his relationship. Why come at two females? Charlemagne be saying the sam&#8230;,1
@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!,2
Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed,2
